Price,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,MSFT,NVDA,SPY,TSLA,UPRO,VOO,AAPL,AMZN,MSFT,NVDA,SPY,TSLA,UPRO,VOO,AAPL,AMZN,MSFT,NVDA,SPY,TSLA,UPRO,VOO,AAPL,AMZN,MSFT,NVDA,SPY,TSLA,UPRO,VOO,AAPL,AMZN,MSFT,NVDA,SPY,TSLA,UPRO,VOO
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-02,0.3201957941055298,2.5950000286102295,17.00697135925293,0.17636951804161072,74.6802978515625,,,,0.327267924520132,2.6565001010894775,17.2052309400757,0.18255927591566112,75.32484532438406,,,,0.31869087926730183,2.571500062942505,16.932623425584232,0.17636951804161072,74.34459572265077,,,,0.3242580697316276,2.638000011444092,17.087513870817062,0.1801145548746507,75.02271033491871,,,,144642400,132798000,44487700,436416000,38072300,,,
2004-01-05,0.33358755707740784,2.6635000705718994,17.434473037719727,0.18210075795650482,75.49268341064453,,,,0.33689737513232715,2.680000066757202,17.459256083148723,0.18332403383275758,75.54639184900715,,,,0.3223023285923281,2.56850004196167,17.174256969318506,0.17743963455215106,74.92198579167872,,,,0.3223023285923281,2.5999999046325684,17.180452730675757,0.1790443924599848,74.98913030384442,,,,395018400,225682000,67333700,575292000,27959800,,,
2004-01-06,0.3323836624622345,2.6514999866485596,17.496427536010742,0.18951381742954254,75.5665283203125,,,,0.3373492467611564,2.674999952316284,17.52121057870092,0.19203556459259236,75.6873812549186,,,,0.3266664991847581,2.63700008392334,17.391101968018518,0.1807252725642055,75.19725404168096,,,,0.33479103052595627,2.6554999351501465,17.465449914368538,0.18156616467777387,75.30468114906702,,,,509348000,119710000,46950800,1093344000,20472800,,,
2004-01-07,0.33990731835365295,2.5950000286102295,17.477840423583984,0.19119465351104736,75.8216552734375,,,,0.3435187835283045,2.632999897003174,17.53979684919009,0.19211165611510378,75.90893595092369,,,,0.3299761783602242,2.546999931335449,17.353928754092305,0.18607503544701406,75.12339448632973,,,,0.33253439369581117,2.6089999675750732,17.45305856237386,0.18737352009818856,75.45909649230042,,,,586874400,184854000,54298200,673032000,30170400,,,
2004-01-08,0.3514932692050934,2.51200008392334,17.446863174438477,0.19188238680362701,76.12379455566406,,,,0.3570604852217603,2.6050000190734863,17.645122795237917,0.1944802439915211,76.14394098136447,,,,0.34080969892490337,2.501499891281128,17.347733364038756,0.19004838180652112,75.71423764733707,,,,0.34366870586460674,2.6045000553131104,17.589362129173004,0.1935632414929682,76.03651386725593,,,,460303200,206406000,58810800,433752000,36438400,,,
2004-01-09,0.3460760712623596,2.5794999599456787,17.137083053588867,0.19463340938091278,75.45912170410156,,,,0.36307931497322005,2.6075000762939453,17.384907591621122,0.1970020333744659,76.20438081614904,,,,0.3429162470827484,2.4549999237060547,17.0937139071483,0.18905529666496673,75.37855135168287,,,,0.3495367126927442,2.4885001182556152,17.366321489844086,0.19058302860092732,75.75454120722894,,,,427459200,255584000,67079900,766584000,54084300,,,
2004-01-12,0.3570604622364044,2.6475000381469727,17.081321716308594,0.19684983789920807,76.01638793945312,,,,0.36112271281022107,2.6514999866485596,17.18045152764187,0.19746055361646753,76.03652924682068,,,,0.34758096515972586,2.5399999618530273,16.945018521155472,0.19348718474342283,75.43897989034689,,,,0.34983836256232903,2.5804998874664307,17.143278143822034,0.19532119025063033,75.56654833355178,,,,487547200,189018000,55845200,541980000,31564100,,,
2004-01-13,0.36292850971221924,2.745500087738037,16.994586944580078,0.18668583035469055,75.5732650756836,,,,0.3737620747571101,2.749500036239624,17.12469440574111,0.1977668642570277,76.02310984201654,,,,0.3590162027538486,2.620500087738037,16.88926135052175,0.18462257718636257,75.03614471831932,,,,0.37165552520122297,2.633500099182129,17.068933727609007,0.19585583229003203,75.92910852900937,,,,679016800,290446000,51555900,865800000,54239700,,,
2004-01-14,0.36413270235061646,2.7899999618530273,17.161861419677734,0.18531030416488647,76.20439147949219,,,,0.36924825459167093,2.799499988555908,17.18044751638793,0.19027768839539302,76.3118186310828,,,,0.357813052036299,2.7074999809265137,17.01936131515127,0.18355332469771266,75.64712465603503,,,,0.3671417044868985,2.7309999465942383,17.05034011253541,0.1876028042945066,75.70755370940688,,,,620043200,222682000,43907000,544872000,30112800,,,
2004-01-15,0.34381964802742004,2.809000015258789,17.0627384185791,0.18561658263206482,76.39241027832031,,,,0.35209502576568025,2.8389999866485596,17.17425858836081,0.18714430119662437,76.58040273617722,,,,0.338553272549086,2.7309999465942383,16.988390457003874,0.18064918460110171,75.58672685253063,,,,0.3447221000960126,2.7365000247955322,17.068932998799674,0.18393479819435868,76.25141593492764,,,,1018208800,244346000,58504100,609204000,38408700,,,
2004-01-16,0.3418630361557007,2.7860000133514404,17.230012893676758,0.18844366073608398,76.69450378417969,,,,0.3466785991597508,2.81850004196167,17.273382029510497,0.19004840505659146,76.74821222698492,,,,0.34020812661877275,2.7634999752044678,17.05653635034179,0.1857687634783389,76.29165716749159,,,,0.34442122631118216,2.813499927520752,17.168056478891273,0.18752665812534713,76.56693534740128,,,,372820000,182284000,63983400,451728000,31922700,,,
